diff_coherence_completeness,diff_consistency_factuality,diff_emotion_coherence,diff_readability_emotion,dim_bottom3_mean,dim_bottom3_std,dim_coherence,dim_completeness,dim_emotional_impact,dim_entity_consistency,dim_factuality,dim_max,dim_mean,dim_min,dim_range,dim_readability,dim_std,dim_top3_mean,dim_var,flag_dim_below_60,flag_emotion_dominant,inter_coherence_completeness,inter_coherence_readability,inter_consistency_coherence,inter_readability_completeness,inter_readability_emotion,priv_age_adult,priv_age_adult_ya,priv_age_children_10_14,priv_age_children_10_15,priv_age_children_10_16,priv_age_children_3_7,priv_age_children_4_10,priv_age_children_4_6,priv_age_children_4_8,priv_age_children_5_10,priv_age_children_6_10,priv_age_children_6_12,priv_age_children_7_10,priv_age_children_7_12,priv_age_children_7_13,priv_age_children_7_8,priv_age_children_8_12,priv_age_children_8_13,priv_age_children_8_14,priv_age_children_9_14,priv_age_teen_12_18,priv_age_teen_adult,priv_age_ya_new_adult,priv_age_young_adult_11_16,priv_char_count_k,priv_is_children_target,priv_log_char_count,priv_log_ratings_count,priv_log_ratings_per_kword,priv_log_word_count,priv_low_quality_signal,priv_platform_goodreads,priv_platform_project_gutenberg,priv_quality_high,priv_quality_low,priv_quality_medium,priv_quality_medium_high,priv_quality_medium_low,priv_quality_very_high,priv_ratings_count_per_k,priv_ratings_per_char,priv_ratings_per_word,priv_source_andersen,priv_source_brothers_grimm,priv_source_project_gutenberg,priv_source_public_domain,priv_source_wilde,priv_text_source_length,priv_title_length,priv_word_count_k,shortfall_gap_70,story_id,timestamp,txt_avg_sentence_length,txt_capitalized_ratio,txt_chars_per_word,txt_dialogue_narration_ratio,txt_dialogue_ratio,txt_dialogue_turns,txt_dialogue_word_ratio,txt_dis_legomena_ratio,txt_exclam_density,txt_genre_confidence,txt_genre_fable,txt_genre_fairy_tale,txt_genre_novel,txt_genre_poem,txt_genre_short_story,txt_hapax_ratio,txt_intro_sentiment_balance,txt_intro_sentiment_magnitude,txt_lf_chunk_count,txt_lf_cosine_consecutive_mean,txt_lf_cosine_consecutive_std,txt_lf_cosine_global_mean,txt_lf_cosine_global_std,txt_lf_norm_mean,txt_lf_norm_std,txt_lf_spread_mean,txt_lf_spread_std,txt_log_char_count,txt_log_word_count,txt_long_sentence_ratio,txt_max_sentence_length,txt_min_sentence_length,txt_named_entity_count,txt_named_entity_density,txt_negative_ratio,txt_numeric_token_ratio,txt_outro_sentiment_balance,txt_outro_sentiment_magnitude,txt_paragraph_avg_sentence,txt_paragraph_count_per_k,txt_paragraph_density,txt_paragraph_word_mean,txt_paragraph_word_std,txt_positive_ratio,txt_punctuation_density,txt_question_density,txt_sentence_count,txt_sentence_length_median,txt_sentence_length_std,txt_sentence_variation_ratio,txt_sentiment_balance,txt_sentiment_balance_delta,txt_sentiment_magnitude,txt_sentiment_magnitude_delta,txt_sentiment_polarity,txt_stopword_ratio,txt_title_overlap_ratio,txt_unique_ratio,txt_word_entropy,txt_word_length_mean,txt_word_length_std,user_score
9.600000,14.600000,7.451662,-8.351662,65.666667,3.555590,70.800000,61.200000,78.251662,80.500000,65.900000,80.500000,71.091944,61.200000,19.300000,69.900000,6.659403,76.517221,44.347647,0.000000,0.000000,0.433296,0.494892,0.569940,0.427788,0.546979,,,,,,,,,,,,,,,,,,,1.000000,,,,,,6.664000,1.000000,8.804625,4.882802,4.596405,7.197435,1.000000,1.000000,,,1.000000,,,,,0.131000,0.019658,0.098127,,1.000000,1.000000,1.000000,,61.000000,12.000000,1.335000,8.800000,Clever Elsie,2025-11-09T11:20:27.678216,21.741935,0.089763,5.016320,0.000000,0.000000,0.000000,0.000000,0.150888,0.004451,0.626667,0.156667,0.156667,0.000000,0.060000,0.626667,0.476331,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,12.577339,0.000000,0.000000,0.000000,8.819222,7.207119,0.403226,75.000000,3.000000,29.000000,0.467742,0.000742,0.000000,0.000000,0.000000,20.666667,2.225519,0.002226,449.333333,176.320415,0.000000,0.032831,0.008160,62.000000,18.500000,15.019273,0.690797,-0.000742,0.000000,0.000742,0.000000,-1.000000,0.368694,1.000000,0.250742,5.060600,3.797478,1.626403,46.000000
28.000000,9.100000,-21.064598,-10.735402,60.033333,4.428945,87.000000,59.000000,65.935402,75.000000,65.900000,87.000000,68.005900,55.200000,31.800000,55.200000,10.515959,75.978467,110.585392,1.000000,0.000000,0.513300,0.480240,0.652500,0.325680,0.363963,,,,,,,,,,,,,,,,,,,1.000000,,,,,,4.751000,1.000000,8.466321,4.753590,4.753590,6.838405,,1.000000,,,,1.000000,,,,0.115000,0.024205,0.123391,,1.000000,1.000000,1.000000,,49.000000,13.000000,0.932000,14.800000,Clever Gretel,2025-11-09T11:21:41.610180,20.800000,0.072650,5.152778,0.000000,0.000000,0.000000,0.000000,0.136667,0.013889,0.435644,0.326733,0.217822,0.000000,0.019802,0.435644,0.560000,0.010753,0.010753,1.000000,1.000000,0.000000,1.000000,0.000000,12.455536,0.000000,0.000000,0.000000,8.481359,6.842683,0.377778,59.000000,1.000000,32.000000,0.711111,0.000000,0.000000,0.000000,0.000000,11.250000,4.000000,0.004274,234.000000,94.839338,0.001068,0.034418,0.005342,45.000000,18.000000,13.339332,0.641314,0.001068,-0.010753,0.001068,-0.010753,1.000000,0.392094,0.500000,0.320513,5.041416,3.920940,1.749282,63.000000
33.800000,24.100000,-33.951781,6.451781,42.049406,3.006262,73.800000,40.000000,39.848219,88.300000,64.200000,88.300000,58.741370,39.848219,48.451781,46.300000,18.226580,75.433333,332.208231,1.000000,0.000000,0.295200,0.341694,0.651654,0.185200,0.184497,,,,,,,,,,,,,,,,,,,1.000000,,,,,,5.062000,1.000000,8.529714,4.744932,4.744932,6.797940,1.000000,1.000000,,,1.000000,,,,,0.114000,0.022521,0.127374,,1.000000,1.000000,1.000000,,61.000000,11.000000,0.895000,30.151781,Clever Hans,2025-11-09T11:24:50.901367,5.469880,0.274229,5.671806,0.000000,0.000000,0.000000,0.000000,0.117647,0.000000,0.400000,0.300000,0.100000,0.000000,0.200000,0.400000,0.366013,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,11.766155,0.000000,0.000000,0.000000,8.546946,6.812345,0.000000,21.000000,2.000000,22.000000,0.132530,0.000000,0.000000,0.000000,0.000000,13.833333,12.000000,0.013216,75.666667,37.908516,0.000000,0.057864,0.039648,166.000000,4.000000,3.957111,0.723437,0.000000,0.000000,0.000000,0.000000,0.000000,0.270925,0.500000,0.168502,4.391167,4.059471,1.662885,49.200000
26.800000,9.100000,-0.111588,-2.288412,65.466667,7.966736,82.300000,55.500000,82.188412,75.000000,65.900000,82.300000,73.464735,55.500000,26.800000,79.900000,9.814029,81.462804,96.315174,1.000000,0.000000,0.456765,0.657577,0.617250,0.443445,0.656685,,,,,,,,,,,,,,,,,1.000000,,,,,,,,4.303000,1.000000,8.367300,6.722630,6.722630,6.733402,,1.000000,,1.000000,,,,,,0.830000,0.192889,0.989273,,1.000000,,1.000000,,54.000000,9.000000,0.839000,14.500000,Dear Mili,2025-11-09T11:26:06.660591,15.290909,0.096314,5.154578,0.455017,0.327273,18.000000,0.312723,0.175676,0.001189,0.434783,0.260870,0.434783,0.000000,0.000000,0.304348,0.554054,-0.011905,0.011905,1.000000,1.000000,0.000000,1.000000,0.000000,12.310340,0.000000,0.000000,0.000000,8.374708,6.735780,0.109091,30.000000,5.000000,42.000000,0.763636,0.003567,0.000000,0.011905,0.011905,3.666667,15.000000,0.017836,56.066667,21.711646,0.003567,0.033449,0.002378,55.000000,14.000000,6.505027,0.425418,0.000000,0.023810,0.007134,0.000000,0.000000,0.372176,1.000000,0.351962,5.062440,3.922711,1.598891,80.200000
18.700000,21.700000,-5.827709,6.527709,66.524097,5.273588,79.100000,60.400000,73.272291,87.600000,65.900000,87.600000,74.345382,60.400000,27.200000,79.800000,9.082894,82.166667,82.498971,0.000000,0.000000,0.477764,0.631218,0.692916,0.481992,0.584713,,,,,,,,,,,,,,,,,,,1.000000,,,,,,5.434000,1.000000,8.600615,3.178054,3.128616,6.960348,,1.000000,,,,1.000000,,,,0.023000,0.004233,0.021842,1.000000,,1.000000,1.000000,,58.000000,26.000000,1.053000,9.600000,Delaying Is Not Forgetting,2025-11-09T11:27:22.162388,18.224138,0.064333,5.250710,0.319600,0.206897,12.000000,0.242195,0.148148,0.011353,0.384615,0.230769,0.230769,0.000000,0.153846,0.384615,0.627160,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,12.643512,0.000000,0.000000,0.000000,8.621733,6.964136,0.275862,63.000000,1.000000,34.000000,0.586207,0.000000,0.000000,0.000000,0.000000,2.521739,21.759697,0.021760,45.956522,35.862634,0.005676,0.033333,0.003784,58.000000,17.000000,12.687277,0.696180,0.005676,0.000000,0.005676,0.000000,1.000000,0.397351,1.000000,0.383160,5.277320,4.055924,1.935868,64.400000
26.800000,9.100000,-36.164180,10.364180,62.645273,4.462204,92.500000,65.700000,56.335820,75.000000,65.900000,92.500000,70.355970,56.335820,36.164180,66.700000,11.279698,78.066667,127.231586,1.000000,0.000000,0.607725,0.616975,0.693750,0.438219,0.375760,,,,,,,,,,,,,,,,,,,1.000000,,,,,,3.955000,1.000000,8.282989,4.465908,4.465908,6.658011,,1.000000,,,,1.000000,,,,0.086000,0.021745,0.110540,,1.000000,1.000000,1.000000,,61.000000,14.000000,0.778000,13.664180,Doctor Knowall,2025-11-09T11:28:24.110729,21.081081,0.074359,5.143590,0.005155,0.027027,1.000000,0.005128,0.146520,0.005128,0.416667,0.250000,0.416667,0.000000,0.000000,0.333333,0.600733,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,12.252428,0.000000,0.000000,0.000000,8.297294,6.660575,0.243243,66.000000,4.000000,24.000000,0.648649,0.000000,0.000000,0.000000,0.000000,18.500000,2.000000,0.002564,390.000000,160.000000,0.001282,0.032901,0.001282,37.000000,18.000000,13.581343,0.644243,0.001282,0.000000,0.001282,0.000000,1.000000,0.420513,1.000000,0.350000,4.892808,3.932051,1.802206,60.200000
13.500000,22.400000,-6.044621,-12.955379,67.733333,2.592725,84.900000,71.400000,78.855379,88.300000,65.900000,88.300000,75.875897,65.900000,22.400000,65.900000,8.791481,84.018460,77.290130,0.000000,1.000000,0.606186,0.559491,0.749667,0.470526,0.519657,,,,,,,,,,,,,,,,,,,1.000000,,,,,,9.552000,1.000000,9.164611,4.718499,4.083614,7.551187,1.000000,1.000000,,,1.000000,,,,,0.111000,0.011621,0.058360,,1.000000,1.000000,1.000000,,61.000000,23.000000,1.902000,4.100000,Frederick and Catherine,2025-11-09T11:30:55.387627,19.581633,0.066180,5.059406,0.004186,0.010204,1.000000,0.004169,0.167770,0.008859,0.564516,0.141129,0.282258,0.000000,0.012097,0.564516,0.479029,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,12.422674,0.000000,0.000000,0.000000,9.180912,7.560080,0.316327,69.000000,1.000000,40.000000,0.408163,0.000521,0.000000,0.000000,0.000000,6.533333,7.816571,0.007817,127.933333,66.229366,0.001042,0.033268,0.004169,98.000000,18.500000,12.834045,0.655412,0.000521,0.000000,0.001563,0.000000,0.333333,0.371027,1.000000,0.236060,5.263093,3.803022,1.706980,48.400000
9.300000,23.200000,-11.762822,10.462822,65.679059,1.017508,76.100000,66.800000,64.337178,89.100000,65.900000,89.100000,72.839530,64.337178,24.762822,74.800000,8.522519,80.000000,72.633331,0.000000,0.000000,0.508348,0.569228,0.678051,0.499664,0.481242,,,,,,,,,,,,1.000000,,,,,,,,,,,,,4.826000,1.000000,8.481980,4.770685,4.770685,6.844815,,1.000000,,,,1.000000,,,,0.117000,0.024244,0.124733,,1.000000,1.000000,1.000000,,49.000000,10.000000,0.938000,5.662822,Fundevogel,2025-11-09T11:32:16.812327,20.955556,0.088017,5.197243,0.000000,0.000000,0.000000,0.000000,0.157676,0.001060,0.413589,0.310192,0.258493,0.000000,0.017725,0.413589,0.452282,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,13.335378,0.000000,0.000000,0.000000,8.497399,6.850126,0.311111,73.000000,7.000000,24.000000,0.533333,0.001060,0.000000,0.000000,0.000000,7.500000,6.000000,0.006363,157.166667,133.423407,0.000000,0.033054,0.003181,45.000000,17.000000,13.336592,0.636423,-0.001060,0.000000,0.001060,0.000000,-1.000000,0.387063,1.000000,0.255567,4.820838,3.980912,1.856363,61.400000
3.500000,9.100000,12.060782,-2.860782,67.466667,1.808007,70.000000,66.500000,82.060782,75.000000,65.900000,82.060782,73.110130,65.900000,16.160782,79.200000,6.139015,78.753594,37.687501,0.000000,0.000000,0.465500,0.554400,0.525000,0.526680,0.649921,,,,,,,,,,,1.000000,,,,,,,,,,,,,,5.435000,1.000000,8.600799,5.451038,5.361601,6.998510,,1.000000,,,,1.000000,,,,0.232000,0.042686,0.212066,,1.000000,,,,77.000000,12.000000,1.094000,4.100000,Hans in Luck,2025-11-09T11:33:46.890751,15.605634,0.080325,4.975632,0.968028,0.549296,39.000000,0.491877,0.131195,0.009928,0.571429,0.142857,0.285714,0.000000,0.000000,0.571429,0.577259,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,12.882377,0.000000,0.000000,0.000000,8.615046,7.011214,0.140845,44.000000,1.000000,36.000000,0.507042,0.000903,0.000000,0.018182,0.018182,1.820513,35.198556,0.035199,28.410256,14.405693,0.005415,0.036096,0.007220,71.000000,15.000000,10.134975,0.649443,0.004513,0.018182,0.006318,0.018182,0.714286,0.370036,1.000000,0.309567,5.127019,3.696751,1.713745,65.600000
-3.700000,21.700000,18.388248,-18.488248,69.133333,2.286676,70.800000,74.500000,89.188248,87.600000,65.900000,89.188248,76.448041,65.900000,23.288248,70.700000,8.819254,83.762749,77.779240,0.000000,1.000000,0.527460,0.500556,0.620208,0.526715,0.630561,,,,,,,,,,,,1.000000,,,,,,,,,,,,,15.137000,1.000000,9.624963,9.135832,8.060697,7.983440,,1.000000,,1.000000,,,,,,9.281000,0.613133,3.166496,,1.000000,1.000000,1.000000,,49.000000,17.000000,2.931000,4.100000,Hansel and Gretel,2025-11-09T11:37:41.887474,20.788732,0.074526,5.212398,0.000000,0.000000,0.000000,0.000000,0.163476,0.004743,0.286638,0.163793,0.286638,0.245690,0.099138,0.204741,0.534610,0.000000,0.000000,2.000000,0.836944,0.000000,0.958350,0.001826,11.886221,0.255188,3.402683,0.000000,9.641343,7.990577,0.274648,59.000000,1.000000,52.000000,0.366197,0.001694,0.000000,0.003390,0.003390,6.761905,7.113821,0.007114,140.571429,93.203092,0.000678,0.032365,0.003726,142.000000,20.000000,10.169570,0.489187,-0.001016,0.003390,0.002371,0.003390,-0.428571,0.371274,1.000000,0.230014,5.496784,3.990854,1.731929,76.000000
-1.400000,18.500000,9.078534,-5.578534,69.300000,5.123150,72.200000,73.600000,81.278534,80.600000,62.100000,81.278534,74.246422,62.100000,19.178534,75.700000,6.377992,79.192845,40.678787,0.000000,0.000000,0.531392,0.546554,0.581932,0.557152,0.615279,,,,1.000000,,,,,,,,,,,,,,,,,,,,,9.132000,1.000000,9.119650,3.912023,3.370059,7.465083,,1.000000,,,,,,1.000000,,0.049000,0.005366,0.028080,1.000000,,1.000000,1.000000,,58.000000,13.000000,1.745000,7.900000,Holger Danske,2025-11-09T11:39:35.965106,31.375000,0.093341,5.284007,0.318080,0.375000,21.000000,0.241320,0.158730,0.000000,0.444162,0.177665,0.266497,0.000000,0.111675,0.444162,0.613757,-0.005714,0.005714,1.000000,1.000000,0.000000,1.000000,0.000000,12.352662,0.000000,0.000000,0.000000,9.136155,7.471932,0.535714,84.000000,8.000000,62.000000,1.107143,0.003415,0.000000,0.005714,0.005714,5.090909,6.260672,0.006261,159.727273,195.433360,0.001707,0.032960,0.000000,56.000000,26.500000,17.498533,0.557722,-0.001707,0.011429,0.005122,0.000000,-0.333333,0.407513,1.000000,0.322709,5.362987,4.096000,1.967140,51.000000
-22.100000,12.800000,31.239503,-9.439503,67.566667,8.492088,58.100000,80.200000,89.339503,78.700000,65.900000,89.339503,75.356584,58.100000,31.239503,79.900000,10.311955,83.146501,106.336407,1.000000,0.000000,0.465962,0.464219,0.457247,0.640798,0.713823,,,,,,,,,,,,,,,,,,,,1.000000,,,,,24.002000,1.000000,10.085934,3.465736,2.057540,8.421123,,1.000000,,,,1.000000,,,,0.031000,0.001292,0.006827,1.000000,,1.000000,1.000000,,58.000000,27.000000,4.541000,11.900000,Ib and the Little Christina,2025-11-09T11:46:07.151725,21.450704,0.075071,5.346028,0.141965,0.192488,41.000000,0.124316,0.155955,0.000875,0.379110,0.303288,0.075822,0.379110,0.173539,0.068240,0.555766,0.000000,0.000000,2.000000,0.946020,0.000000,0.986408,0.000527,12.351597,0.238047,2.042737,0.000000,10.103444,8.427268,0.403756,72.000000,2.000000,89.000000,0.417840,0.001970,0.000000,0.000000,0.004386,5.071429,9.192383,0.009192,108.785714,132.249140,0.001094,0.032261,0.002845,213.000000,19.000000,13.416536,0.625459,-0.000875,0.000000,0.003064,0.004386,-0.285714,0.413001,1.000000,0.231561,5.715823,4.157316,2.043128,67.800000
-12.900000,17.100000,23.495939,-13.895939,67.566667,5.504745,65.500000,78.400000,88.995939,79.200000,62.100000,88.995939,74.882657,62.100000,26.895939,75.100000,8.959852,82.198646,80.278949,0.000000,1.000000,0.513520,0.491905,0.518760,0.588784,0.668360,,,,,,,,,,,,,,,,,,,,,,1.000000,,,27.430000,,10.219429,3.688879,2.114359,8.585786,,1.000000,,,,1.000000,,,,0.039000,0.001422,0.007284,1.000000,,1.000000,1.000000,,58.000000,19.000000,5.354000,7.900000,In a Thousand Years,2025-11-09T11:52:44.570667,22.487500,0.054104,5.179729,0.235577,0.300000,72.000000,0.190661,0.160461,0.002965,0.454758,0.113689,0.198957,0.454758,0.181436,0.051160,0.542553,-0.001855,0.001855,2.000000,0.941376,0.000000,0.985203,0.001378,11.926860,0.552598,2.113303,0.000000,10.238387,8.593784,0.375000,81.000000,1.000000,124.000000,0.516667,0.001853,0.000000,-0.001855,0.001855,3.380282,13.155457,0.013155,76.014085,95.935203,0.000926,0.035700,0.001668,240.000000,20.000000,13.630842,0.606152,-0.000926,0.000000,0.002779,0.000000,-0.333333,0.405225,1.000000,0.209005,5.677848,3.978988,1.849116,62.000000
26.000000,9.100000,-10.426331,2.126331,61.824556,6.980531,78.000000,52.000000,67.573669,75.000000,65.900000,78.000000,68.028945,52.000000,26.000000,69.700000,8.291328,74.233333,68.746122,1.000000,0.000000,0.405600,0.543660,0.585000,0.362440,0.470988,,,,,,,,,,,,,,,,,,,1.000000,,,,,,4.741000,1.000000,8.464214,3.465736,3.465736,6.809039,,1.000000,,,,1.000000,,,,0.031000,0.006539,0.034254,1.000000,,1.000000,1.000000,,58.000000,33.000000,0.905000,18.000000,In the Uttermost parts of the Sea,2025-11-09T11:53:42.685757,29.451613,0.047097,5.272727,0.060395,0.129032,4.000000,0.056955,0.170157,0.000000,0.468750,0.375000,0.093750,0.000000,0.062500,0.468750,0.659686,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,12.275789,0.000000,0.000000,0.000000,8.479491,6.817831,0.483871,82.000000,1.000000,26.000000,0.838710,0.002191,0.000000,0.000000,0.021978,15.500000,2.000000,0.002191,456.500000,129.500000,0.002191,0.029705,0.000000,31.000000,24.000000,17.309029,0.587711,0.000000,0.000000,0.004381,0.021978,0.000000,0.420591,1.000000,0.418401,5.138473,4.118551,1.923680,52.200000
12.700000,9.100000,-0.286745,-11.913255,71.133333,3.706151,86.200000,73.500000,85.913255,75.000000,65.900000,86.200000,76.752209,65.900000,20.300000,74.000000,7.213156,82.371085,52.029620,0.000000,0.000000,0.633570,0.637880,0.646500,0.543900,0.635758,,,,,,,,,,,,,,,,,,,1.000000,,,,,,16.157000,1.000000,9.690171,4.804021,3.656310,8.073715,,1.000000,,1.000000,,,,,,0.121000,0.007489,0.037718,,1.000000,1.000000,1.000000,,61.000000,9.000000,3.208000,4.100000,Iron Hans,2025-11-09T11:57:49.502283,21.309211,0.058043,5.065144,0.010608,0.026316,4.000000,0.010497,0.161891,0.000926,0.434632,0.200599,0.434632,0.334332,0.010376,0.020060,0.542980,-0.006192,0.006192,2.000000,0.946066,0.000000,0.986424,0.000171,11.983661,0.074975,1.969304,0.000000,9.705463,8.083329,0.315789,56.000000,1.000000,55.000000,0.361842,0.001544,0.000000,0.006192,0.006192,11.692308,4.013584,0.004014,249.153846,133.180529,0.001235,0.029197,0.002779,152.000000,20.000000,10.766807,0.505265,-0.000309,0.012384,0.002779,0.000000,-0.111111,0.389009,1.000000,0.215499,5.400254,3.877123,1.773975,72.000000
-6.700000,9.100000,10.044913,18.155087,68.600000,3.335666,66.600000,73.300000,76.644913,75.000000,65.900000,94.800000,75.374152,65.900000,28.900000,94.800000,9.575714,82.148304,91.694300,0.000000,0.000000,0.488178,0.631368,0.499500,0.694884,0.726594,,,,,,,,1.000000,,,,,,,,,,,,,,,,,4.236000,1.000000,8.351611,7.272398,7.272398,6.688355,,1.000000,,1.000000,,,,,,1.439000,0.339707,1.794264,,,,,,15.000000,22.000000,0.802000,4.100000,Jack and the Beanstalk,2025-11-09T11:59:35.975032,8.771739,0.138786,5.322181,0.338308,0.228261,21.000000,0.252788,0.176656,0.032218,0.424837,0.196078,0.424837,0.000000,0.052288,0.326797,0.596215,-0.012500,0.012500,1.000000,1.000000,0.000000,1.000000,0.000000,12.771025,0.000000,0.000000,0.000000,8.365440,6.694562,0.000000,23.000000,1.000000,50.000000,0.543478,0.003717,0.000000,0.000000,0.000000,3.066667,30.000000,0.037175,26.900000,14.933966,0.004957,0.044470,0.003717,92.000000,8.000000,5.128995,0.584718,0.001239,0.012500,0.008674,-0.012500,0.142857,0.351921,1.000000,0.392813,5.123182,4.029963,1.732873,79.800000
3.300000,21.700000,-1.799620,-6.800380,67.600000,2.475210,74.400000,71.100000,72.600380,87.600000,65.900000,87.600000,72.900063,65.800000,21.800000,65.800000,7.315278,78.200127,53.513295,0.000000,0.000000,0.528984,0.489552,0.651744,0.467838,0.477710,,,,,,,,,,,,1.000000,,,,,,,,,,,,,5.766000,1.000000,8.659907,3.737670,3.615962,7.033506,,1.000000,,,,1.000000,,,,0.041000,0.007111,0.036187,,1.000000,1.000000,1.000000,,49.000000,20.000000,1.133000,4.200000,Jorinda and Jorindel,2025-11-09T12:00:46.673638,22.920000,0.061955,5.128272,0.000000,0.000000,0.000000,0.000000,0.161725,0.010471,0.492308,0.061538,0.492308,0.000000,0.200000,0.246154,0.549865,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,11.531318,0.000000,0.000000,0.000000,8.678972,7.044905,0.380000,79.000000,1.000000,28.000000,0.560000,0.001745,0.000000,0.000000,0.000000,3.125000,13.961606,0.013962,71.625000,50.455271,0.000873,0.029267,0.002618,50.000000,20.500000,17.178871,0.749514,-0.000873,0.000000,0.002618,0.000000,-0.333333,0.400524,1.000000,0.323735,5.191198,3.948427,1.748615,62.400000
-3.900000,9.100000,16.524466,-6.124466,68.000000,2.177154,67.100000,71.000000,83.624466,75.000000,65.900000,83.624466,73.354078,65.900000,17.724466,77.500000,6.131844,78.708155,37.599508,0.000000,0.000000,0.476410,0.520025,0.503250,0.550250,0.648090,,,,,,,,,,,,,,,,,,,1.000000,,,,,,7.407000,1.000000,8.910316,4.976734,4.595381,7.293018,,1.000000,,1.000000,,,,,,0.144000,0.019441,0.098026,,1.000000,1.000000,1.000000,,61.000000,17.000000,1.469000,4.100000,King Grisly-Beard,2025-11-09T12:02:59.706667,16.622222,0.064840,5.032754,0.000000,0.000000,0.000000,0.000000,0.185430,0.010695,0.482456,0.080409,0.482456,0.000000,0.115497,0.321637,0.562914,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,12.314690,0.000000,0.000000,0.000000,8.926650,7.311218,0.222222,62.000000,1.000000,40.000000,0.444444,0.002005,0.000000,0.000000,0.013423,7.500000,8.021390,0.008021,124.666667,80.933443,0.000668,0.033869,0.008021,90.000000,15.000000,12.892356,0.775610,-0.001337,0.000000,0.002674,0.013423,-0.500000,0.406417,1.000000,0.302807,5.274261,3.807487,1.669672,73.000000
12.100000,9.100000,2.807063,-17.907063,68.033333,1.943079,82.700000,70.600000,85.507063,75.000000,65.900000,85.507063,74.551177,65.900000,19.607063,67.600000,7.364438,81.069021,54.234954,0.000000,1.000000,0.583862,0.559052,0.620250,0.477256,0.578028,,,,,1.000000,,,,,,,,,,,,,,,,,,,,11.746000,1.000000,9.371353,4.564348,3.729729,7.756623,,1.000000,,,,1.000000,,,,0.095000,0.008088,0.040668,,1.000000,1.000000,1.000000,,61.000000,17.000000,2.336000,4.100000,Lily and the Lion,2025-11-09T12:05:57.704443,30.727273,0.042265,5.044801,0.000000,0.000000,0.000000,0.000000,0.182759,0.002113,0.395774,0.243553,0.395774,0.182665,0.025788,0.152221,0.518966,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,12.682972,0.000000,0.000000,0.000000,9.387398,7.769379,0.675325,83.000000,2.000000,36.000000,0.467532,0.000000,0.000000,0.000000,0.000000,4.812500,6.762468,0.006762,147.875000,77.878812,0.000423,0.029826,0.002113,77.000000,30.000000,16.325931,0.531317,0.000423,0.000000,0.000423,0.000000,1.000000,0.403635,1.000000,0.245139,5.355820,3.868977,1.699210,69.800000
-14.300000,14.600000,24.904176,-7.404176,69.333333,6.322623,63.900000,78.200000,88.804176,80.500000,65.900000,88.804176,76.450696,63.900000,24.904176,81.400000,8.807177,83.568059,77.566361,0.000000,0.000000,0.499698,0.520146,0.514395,0.636548,0.722866,,,,,,,,,,,,,,1.000000,,,,,,,,,,,22.425000,1.000000,10.017976,5.855072,4.375784,8.397057,,1.000000,,1.000000,,,,,,0.348000,0.015518,0.078502,1.000000,,1.000000,1.000000,,58.000000,26.000000,4.433000,6.100000,Little Claus and Big Claus,2025-11-09T12:16:51.038618,18.296296,0.091993,5.150022,0.784825,0.641975,156.000000,0.439721,0.156479,0.003824,0.426464,0.085293,0.213232,0.426464,0.198248,0.076763,0.496333,-0.002252,0.002252,2.000000,0.939763,0.000000,0.984824,0.000342,12.082933,0.135338,2.101184,0.000000,10.038805,8.399985,0.238683,88.000000,1.000000,78.000000,0.320988,0.000675,0.000000,-0.002252,0.002252,2.700000,20.242915,0.020243,49.400000,55.058313,0.000225,0.047692,0.006748,243.000000,16.000000,12.757741,0.697285,-0.000450,0.000000,0.000900,0.000000,-0.500000,0.366847,1.000000,0.183986,5.516509,3.878225,1.804908,70.600000
-1.600000,14.100000,14.964152,-1.664152,67.766667,4.899206,70.400000,72.000000,85.364152,75.000000,60.900000,85.364152,74.560692,60.900000,24.464152,83.700000,8.275644,81.354717,68.486283,0.000000,0.000000,0.506880,0.589248,0.528000,0.602640,0.714498,,,,,,,,,,,1.000000,,,,,,,,,,,,,,15.398000,1.000000,9.642058,5.673323,4.599876,7.988204,,1.000000,,1.000000,,,,,,0.290000,0.018834,0.098472,1.000000,,1.000000,1.000000,,58.000000,20.000000,2.945000,9.100000,Little Ida's Flowers,2025-11-09T12:21:03.164593,18.872611,0.065137,5.292946,0.616476,0.369427,58.000000,0.381370,0.189970,0.002025,0.310345,0.068966,0.310345,0.206897,0.172414,0.241379,0.468085,-0.003378,0.003378,1.000000,1.000000,0.000000,1.000000,0.000000,12.176389,0.000000,0.000000,0.000000,9.660396,7.994295,0.286624,54.000000,3.000000,58.000000,0.369427,0.000675,0.000000,0.003378,0.003378,4.361111,12.149848,0.012150,82.305556,187.540784,0.001012,0.037365,0.007425,157.000000,17.000000,11.925846,0.631913,0.000337,0.006757,0.001687,0.000000,0.200000,0.379008,1.000000,0.222072,5.481161,4.083220,1.779508,73.400000
